clean_review,sentiment
"it wasn’t worth at all, nutella was for name sake, can’t even feel it was nutella cheesecake. pathetic quantity and taste, sorry.",Negative
"the cake looks good and fresh, but is too too sweet, could have been better",Positive
"the cheesecake was just perfect.... lip-smacking dessert, thankyou for this experience. ",Neutral
biscoff tart- it’s ok nothing “oh wow” factor ! if u have sweet tooth then you would like it ! but yes that biscuit crust is good and crispy !,Positive
super,Positive
very bad and missing item ,Negative
"i have place the ordered the kaju katli on 7:55 pm, as per time it has to deliver within 30-40 minutes, but it has very late, received items on 9:20 pm but i have missed the train due to the waiting of order, very poor service and very horrible, moreover that i have the called to  services provider for cancel thr order, he had rudely behave with me. next i will never order anything, also want to aware all of you, don't order anything. ",Negative
very nice ,Positive
super ,Positive
wth....these kind of sweet shop should be banned... totally spoilt my mood,Positive
worst experience with this restaurant,Negative
no supar,Negative
not crunchy like ghevar. it was not fresh. not tasty,Negative
good creators      gooooooooooooooooooooooooooood,Positive
very cold.. i clearly insteuxtedbtonwerve hot. pathetic service zomato,Negative
good dilivary sarvice and fast dilivari very nice ,Positive
the food the really above expectations. satisfactory ,Positive
food is good.on time delivery ,Neutral
very less quantity,Neutral
quantity can be better than this in full plate tastes awesome though,Positive
chicken was half cooked ! was tasteless,Neutral
taste are diff with your every orderso if u chinese lover find new one except this,Positive
quantity was good but tase was not good i am not satisfied with taste,Positive
worst packaging. whole item is spilled off. waste of my money,Negative
poor quality third class item &amp; too cold noodles &amp; not like eating &amp; bad smile when open box,Negative
"just they need to provide original puri instead of this puri ,i mean the fried puri.flavoured water was very testy",Positive
"just average food. nothing special really. if no other options, then only go for this",Negative
"the cheese balls were crispy, just as i like them. the amount of cheese and potato inside was good enough. and to top it all, the jalapeño dip was very tasty. ",Positive
i excepted that the greeting card would be delivered physically. notjust some digital text. zomato tricked me :/,Negative
very good quality of food and good customer service. store team maintained very good hygiene standard of store ,Positive
bakwas services and foods ,Neutral
excellent,Positive
the whole pizza was upside down .. hw am i to eat it?,Neutral
delivery was late than expected time..pizza was spicy,Neutral
very disappointed,Negative
excellent,Positive
"its too wet,packing is worst ",Negative
superb!,Positive
thanks a lot ,Positive
not worth the money,Negative
delicious burger tender and crispy chicken,Positive
always best ,Positive
best pasta i ever had,Positive
very delicious...no flavour add option... for that need to call  resturant..please add flavour add on option.,Neutral
always best,Positive
always a pleasure to order ,Positive
not worth the price n quantity!!!,Negative
vry bad spider was inside,Negative
the pizza was dead cold. was expecting hot and cheesy,Negative
"always top notch taste, quality and freshness ",Positive
it was awesome ,Positive
roti quality not good at all not freash spoiled waste of money,Negative
लोगों को इतना गंदा खाना खिला के बीमार करोगे ऐसे खाना देते हैं पैसा आप इतना ले रहे हो और खान   इतना गंदा खाना दे रहे हो हमारे भाइयों से लोग से रिक्वेस्ट है कभी भी होटल से खाना ना मंगाए  आप बीमार पड़ सकते हैं,Neutral
worst service with bad price athics!,Negative
good,Positive
i have order 3 butter tandoori they have given 2 paratha,Neutral
"it's like total waste of time and expectations.please improve your basics atleast, my cook can even better do things properly.",Positive
bad taste. it is a potato curry and not sabudana khichdi,Negative
waste test ,Negative
isse acha khana roud pe laari pe milta heisse acha me bhukha sojataidharse kabhi mat mangwanabekar,Neutral
delay on delivery. not responding calls .,Negative
paneer ki sabji aur chana ki sabji mahak gai hii,Neutral
packing time me dhayan he nahi dete kawan sa item order haikawan sa pack karna haimera ye item missing ,Negative
fast delivery ,Neutral
very less suki bhaji according to two pc paratha,Neutral
to good ,Positive
i've left more than half food quality was not good at all,Negative
all items delicious,Positive
nice,Positive
nyc,Neutral
special dal batti bs naam ki h na papad na tha na salad bati puri jali hui thi did like it.,Positive
cocroz for in 2 panjabi thali not a good food please refund ,Negative
super,Positive
no it was worst as i told without spicy but they served spicyi will never order to hotel shyam&amp; will delete zomato too,Negative
not good test ,Negative
good food,Positive
very good,Positive
let deliverydelivery boy pese mang raha tha,Neutral
ordered kadhi khichdi but received dal rice in gujarati thali,Neutral
good,Positive
best experience ,Positive
zomato delivery guy delivered food before time which was commendable and i would definitely recommend you service. ,Positive
very googld personality,Neutral
all dal dropped ,Neutral
good ,Positive
very nice service,Positive
food sweet and chach is almost 6 to 7 days old..very unhealthy food...don't order from this restaurant ,Negative
good service,Positive
as per price dish was not perfect and not good.i can't  take enjoy of this thalis food due to having bed.,Negative
nyc,Neutral
nice ,Positive
bakwas,Neutral
the food was not fresh from paneer angara veg sabji..it was just yuck not worth it ,Negative
roti missing,Negative
superb .............................................,Positive
so tasty,Neutral
this thali is not to good .non roti not prople.,Negative
no butter/ghee on bajri rotlabhindi was tasty dal was okay not bad. overall decent food except some blunders.,Positive
very disappointed with the quality and quantity in this rate compare to other thali very costly and not recommend to any body no butter milk in 189/- rupees dinner,Negative
